( 1.13424033570912 , 9.95834743661035 )
( 14.450049189963067 , 3.2930223544172534 )
( 14.635612290490762 , 3.302154685864772 )
( 14.734986775996166 , 3.3100274715156504 )
( 14.798794743504665 , 3.334764181862646 )
( 14.844772511571108 , 3.33504976037052 )
( 14.859468055250122 , 3.3365766257528175 )
( 14.97587372395296 , 3.346028473320378 )
( 14.990140797009033 , 3.367332288171729 )
( 15.059380375541984 , 3.3730877723478327 )
( 15.20471299736084 , 3.4409379694050513 )
( 15.289024692014436 , 3.452632106820991 )
( 15.304802768272545 , 3.488739642558035 )
( 15.320960639938187 , 3.5181189644917508 )
( 15.356378796073667 , 3.6317613012978676 )
( 15.390129403481728 , 3.646420547902286 )
( 15.424200013557183 , 3.6937407149758825 )
( 15.491789179685924 , 3.703687784929773 )
( 15.499138751461794 , 3.7736506263124188 )
( 15.564305427642665 , 3.7824562436679345 )
( 15.56600602094061 , 3.822227414193944 )
( 15.577546765868863 , 3.8229491209167277 )
( 15.609854290659767 , 3.8408443993596135 )
( 15.692481608805732 , 3.8445494544408123 )
( 15.756119019719101 , 3.8534671282296573 )
( 15.77104748682016 , 3.867254062093345 )
( 15.77625945664486 , 3.8739294160310864 )
( 15.931042633138437 , 3.9256921695401346 )
( 15.931976860312428 , 3.9412347922122235 )
( 15.982143308676608 , 3.9469509032710306 )
( 15.992237106357427 , 3.9560097422078404 )
( 16.154807452106468 , 4.033658007917901 )
( 16.155001485784823 , 4.036659106628623 )
( 16.181879984372927 , 4.043481782640486 )
( 16.308780759063676 , 4.065396756274127 )
( 16.317463971130547 , 4.084414788883732 )
( 16.34714982945434 , 4.089931270844668 )
( 16.375091479128013 , 4.0903757033677355 )
( 16.385276610657428 , 4.092691332770707 )
( 16.43721895652988 , 4.118683508352908 )
( 16.48523788750397 , 4.12094977777738 )
( 16.490203418116405 , 4.1613296026713416 )
( 16.495374219122564 , 4.166301856013734 )
( 16.495465860645623 , 4.189610141481205 )
( 16.505043711519498 , 4.208727319724962 )
( 16.55694976797839 , 4.228656014018451 )
( 16.655747736580512 , 4.255288162364295 )
( 16.722578796520388 , 4.271798692015179 )
( 16.735452000044436 , 4.2948181675874535 )
( 16.738990264371786 , 4.295142630768237 )
( 16.940144796883068 , 4.298602332210957 )
( 17.006727120722253 , 4.324202015423868 )
( 17.252104246942764 , 4.3322720379807595 )
( 17.33350374849012 , 4.345580697768991 )
( 17.370638373575577 , 4.34606670318861 )
( 17.396663228581925 , 4.400366385052917 )
( 17.43897219045053 , 4.402004212540733 )
( 17.441417232813183 , 4.437463837846796 )
( 17.507555731199965 , 4.4445327954353955 )
( 17.535643513368917 , 4.462974803274754 )
( 17.56093006117383 , 4.470794459342745 )
( 17.582154774482834 , 4.47146170062569 )
( 17.607144374401624 , 4.489143268924709 )
( 17.634225839318212 , 4.54774637754827 )
( 17.658959370522048 , 4.572473567369619 )
( 17.664434923645246 , 4.61127908585632 )
( 17.704435085527127 , 4.61556513768236 )
( 17.74423579181563 , 4.61941312787821 )
( 17.765574204703583 , 4.631501445078001 )
( 17.809515404711313 , 4.655024491534438 )
( 17.847571244301893 , 4.674244562317161 )
( 17.857346675714346 , 4.676938369171754 )
( 18.041455793159763 , 4.685628865447509 )
( 18.104457562185814 , 4.7239651519471115 )
( 18.17592570024738 , 4.7714365817983175 )
( 18.207250440716976 , 4.788150584649863 )
( 18.322654854707828 , 4.811019472581042 )
( 18.470083494499967 , 4.830402591877311 )
( 18.482587067451853 , 4.844296795752147 )
( 18.72104489454084 , 4.848034060685844 )
( 18.723873237379124 , 4.870572975574041 )
( 18.7344729234454 , 4.893966036647805 )
( 18.807563719617338 , 4.922662774935699 )
( 18.83639937654349 , 4.940928186732441 )
( 18.837076138810524 , 4.962677230787596 )
( 18.881936168186577 , 4.988724959214922 )
( 18.94610118831754 , 4.997388993141012 )
( 19.023468757270074 , 7.948804103097298 )
( 19.04403472629992 , 7.8683370068172 )
( 19.04619005694562 , 7.850802673019369 )
( 19.059207437248734 , 7.625151520661849 )
( 19.06310668253678 , 7.586010097909175 )
( 19.063827500114648 , 7.573240522271341 )
( 19.074303400584945 , 7.436214025234362 )
( 19.081890157937917 , 7.31081575233456 )
( 19.161135814733118 , 7.137433794591269 )
( 19.19956562728534 , 7.087465818049452 )
( 19.22053860088582 , 6.938616859714157 )
( 19.23133858198565 , 6.909284718003818 )
( 19.248157434836372 , 6.821952131302082 )
( 19.25177601896831 , 6.756557861450722 )
( 19.303060737812007 , 6.700981721727432 )
( 19.31591403867308 , 6.601445973166786 )
( 19.321508150324593 , 6.549146978350187 )
( 19.32434816107663 , 6.492827180520477 )
( 19.352183071491062 , 6.367332662329093 )
( 19.363133478882194 , 6.290736481061687 )
( 19.36547720180723 , 6.265845822589184 )
( 19.404352399326832 , 6.112421183162197 )
( 19.42510939557375 , 6.102739803365975 )
( 19.451513676694823 , 5.891084654159304 )
( 19.463068355119574 , 5.867124951529689 )
( 19.468049516738656 , 5.859555183311063 )
( 19.49045290328907 , 5.783134524107871 )
( 19.562872637311393 , 5.769184543218669 )
( 19.572810629790027 , 5.687068234692926 )
( 19.579967486138074 , 5.561809024306564 )
( 19.58954529469204 , 5.412714386826208 )
( 19.60886433774619 , 5.356781196335468 )
( 19.680442170488853 , 5.243925062193808 )
( 19.680977762666725 , 5.155352650790006 )
( 19.720958280906775 , 4.983859190389476 )
( 19.758497761255366 , 4.871909674991384 )
( 19.77051058577905 , 4.741457365589255 )
( 19.79914495886872 , 4.737072367562911 )
( 19.80304736508673 , 4.6650321705426006 )
( 19.83168664916338 , 4.583531116556132 )
( 19.86266672624281 , 4.54022149590471 )
( 19.893136844295633 , 4.451063706018421 )
( 19.9349650356603 , 4.429204855769569 )
( 19.945415461716696 , 4.414641739221566 )
( 19.98765522280928 , 4.407804428483134 )
( 19.99845340853622 , 4.364217793155583 )
( 20.02552238232647 , 4.338956199672508 )
( 20.06252883567776 , 4.306654429451505 )
( 20.063637902000632 , 4.276052778095556 )
( 20.065720709803248 , 4.26987973819419 )
( 20.08220236744143 , 4.253505846454631 )
( 20.088148357390747 , 4.228637603281286 )
( 20.103000772600538 , 4.2099934016498555 )
( 20.110515378086802 , 4.044656334412289 )
( 20.118754381202592 , 3.9570361130998064 )
( 20.142847305021277 , 3.8909535433637163 )
( 20.165512562780446 , 3.809202736239011 )
( 20.23398249833891 , 3.788416461388705 )
( 20.24656421670191 , 3.745044278695067 )
( 20.253491867390814 , 3.7339289328135425 )
( 20.266003960610192 , 3.6361192253963717 )
( 20.299277500021518 , 3.575661676374292 )
( 20.305236670780978 , 3.5274940564034933 )
( 20.309242470831972 , 3.4364876615463027 )
( 20.316975901020886 , 3.3608438577636184 )
( 20.327493502366423 , 3.3130560556260846 )
( 20.32917343254496 , 3.268259518339076 )
( 20.404403772574547 , 3.1947048228777284 )
( 20.416138043529013 , 3.0331721824528284 )
( 20.421321338310968 , 3.0178027994902 )
( 20.489237432427036 , 2.9317541519009183 )
( 20.49248970532818 , 2.9265104962678734 )
( 20.506168908373933 , 2.8880425199949515 )
( 20.510745750800172 , 2.6330955587292237 )
( 20.55306715386925 , 2.587672853922953 )
( 20.559099081973795 , 2.2235335603399626 )
( 20.575454793481242 , 2.21710845892812 )
( 20.612459609433074 , 2.2009712888715205 )
( 20.6306986181578 , 2.1295282994371894 )
( 20.646810278507395 , 2.1147458679291873 )
( 20.701741814644617 , 2.000352110213136 )
( 20.72643258735798 , 1.9831853426569177 )
( 20.729436861928423 , 1.9806068080679262 )
( 20.739730390925416 , 1.8927118606337245 )
( 20.74818483282912 , 1.8294243803870316 )
( 20.780856188962467 , 1.7514103274302695 )
( 20.80552719241735 , 1.7343222898391835 )
( 20.819598271611767 , 1.6326872070297735 )
( 20.82340364981456 , 1.6199979838646206 )
( 20.827983047234163 , 1.5287096543531407 )
( 20.866481332098918 , 1.3914789335879512 )
( 20.879048076300194 , 1.387779937621878 )
( 20.88066610492401 , 1.3716689276041798 )
( 20.895690774012166 , 1.3596631952655605 )
( 20.89638249568707 , 1.3504439744680132 )
( 20.89646439001055 , 1.3493143473682805 )
( 20.938762047029044 , 1.3360115700195347 )
( 20.95702807364453 , 1.280848704640281 )
( 20.995082785221854 , 1.2159519732417001 )
( 20.99527414319256 , 1.0068680868152082 )

​

​

​

